body_condition,mechanical_condition,body_type,no_of_cylinders,horsepower,year,Mileage,Price_USD
10,10,Sedan,4,175,2014,75006.4425,16332
10,10,SUV,6,250,2016,67767.6762,25859
10,10,Sedan,6,350,2015,72692.1,26675.6
10,10,Sedan,4,175,2013,118047,9499.78
10,10,Sedan,6,450,2015,62510.2356,36747
10,10,SUV,6,350,2020,1242.6,46274
10,10,Sports Car,6,250,2017,49704,20415
10,10,Coupe,8,650,2013,28579.8,83021
10,10,SUV,6,350,2021,0,55801
10,10,Sedan,4,175,2016,68819.5371,7349.4
10,10,SUV,8,450,2021,0,76216
10,10,SUV,6,350,2012,93920.6784,13882.2
10,10,Sedan,4,175,2021,12115.35,69411
10,10,Sedan,4,250,2018,34171.5,14154.4
10,10,Sedan,6,450,2014,52091.6559,23409.2
10,10,Sedan,4,175,2018,38520.6,7757.7
10,10,Soft Top Convertible,4,350,2017,31686.3,67478.38
10,10,Coupe,12,650,2015,21745.5,108607.8
10,10,Sedan,6,250,2016,76419.9,31303
10,10,SUV,6,350,2018,77041.2,25859
10,10,SUV,4,250,2019,29201.1,26947.8
10,10,Coupe,8,350,2001,49704,5444
10,10,Van,4,175,2020,26394.6879,17665.78
10,10,SUV,6,350,2017,24230.7,18781.8
10,10,Hatchback,4,175,2017,55917,31275.78
10,10,Sedan,6,175,2015,43491,16059.8
10,10,SUV,4,125,2019,34927.6221,11160.2
10,10,SUV,6,250,2018,25473.3,29669.8
10,10,SUV,4,125,2016,63291.2097,59884
10,10,Pick Up Truck,6,450,2021,1242.6,81387.8
10,10,SUV,6,250,2018,121153.5,29669.8
10,10,Coupe,6,350,2015,36364.0677,73221.8
10,10,Coupe,8,450,2013,42869.7,34025
10,10,SUV,6,250,2019,44112.3,29397.6
4,8,Sedan,8,450,2005,111834,4083
10,10,Sedan,6,250,1998,137344.578,7893.8
10,10,SUV,4,125,2016,40309.944,9799.2
10,10,SUV,6,250,2015,61198.05,18781.8
10,10,Hatchback,4,175,2018,31452.6912,19870.6
10,10,Sedan,8,350,2011,143067.9936,20415
10,10,SUV,6,250,2016,98855.6643,38108
10,10,SUV,8,450,2021,30443.7,111602
10,10,Sedan,4,175,2015,120234.5973,8165.7278
10,10,SUV,6,250,2015,65236.5,15515.4
10,10,SUV,6,250,2013,67411.05,7485.5
7,10,Sedan,4,250,2021,6081.9057,62578.78
10,10,SUV,6,250,2017,63476.9784,31303
10,10,SUV,6,250,2011,46597.5,13337.8
10,10,Pick Up Truck,4,250,2016,13047.3,29942
10,10,Coupe,6,350,2015,45403.9827,78938
10,10,Sedan,8,650,2018,34944.3972,67777.8
10,10,Coupe,6,350,2012,50325.3,54167.8
10,10,SUV,8,450,2016,99437.8224,38108
10,10,Coupe,12,650,2007,14936.052,96631
10,10,Hatchback,4,175,2015,74556,8982.6
10,10,Crossover,4,250,2018,38520.6,39469
10,10,Sports Car,8,450,2019,20192.25,33208.4
10,10,SUV,4,250,2013,65236.5,10343.6
10,10,SUV,4,350,2021,3140.6715,46273.7278
10,10,SUV,4,125,2017,58584.2409,14399.38
10,10,Sedan,6,350,2014,55917,23681.4
10,10,SUV,4,250,2016,46286.85,29942
10,10,Hatchback,4,175,2016,75177.3,9254.8
10,10,Coupe,4,250,2014,99408,10343.6
10,10,SUV,8,450,2015,73481.7723,32663.7278
10,10,SUV,4,175,2010,75177.3,11296.3
10,10,Sedan,8,650,2015,61198.05,65055.8
10,10,Hatchback,3,175,2019,3509.7237,10071.4
10,10,SUV,6,175,2020,23946.1446,17148.6
10,10,SUV,6,350,2012,72070.8,14018.3
10,10,Sedan,4,125,2018,60551.2767,11949.58
10,10,SUV,4,175,2018,36656.7,18781.8
6,8,Sedan,4,175,2012,114940.5,10343.6
10,10,SUV,6,350,2018,85118.1,13882.2
10,10,SUV,8,350,2017,57159.6,78665.8
10,10,SUV,8,450,2015,79009.4784,28580.7278
10,10,SUV,6,350,2010,34792.8,20687.2
10,10,Sedan,6,250,2013,112923.1389,12521.2
10,10,SUV,6,250,2005,80769,5035.7
10,10,SUV,4,250,2017,57780.9,32391.8
10,10,SUV,6,175,2017,16775.1,20412.278
10,10,Sedan,8,350,2018,68343,40013.4
10,10,Sedan,8,450,2019,41226.3615,115685
10,10,SUV,6,450,2012,107484.9,19054
10,10,SUV,6,350,2020,26666.8173,105885.8
10,10,SUV,6,350,2020,683.43,16331.7278
10,10,Pick Up Truck,8,350,2017,90399.15,28581
10,10,SUV,6,250,2005,149640.105,8029.9
10,10,SUV,6,250,2007,142899,5307.9
10,10,SUV,8,350,2019,24852,48723.8
10,10,Sedan,4,250,2021,8698.2,78665.8
10,10,Coupe,4,250,2018,9319.5,48723.8
10,10,Sedan,8,450,2016,23609.4,34841.6
10,10,Hatchback,4,250,2013,71453.8491,10044.18
10,10,Soft Top Convertible,4,250,2017,24046.1739,35930.4
10,10,SUV,4,175,2007,12699.372,19462.3
10,10,SUV,6,250,2020,19881.6,68050
10,10,Hard Top Convertible,6,250,2011,101271.9,10888
10,10,Sedan,6,350,2017,125645.499,21775.7278
10,10,Sedan,4,175,2012,86360.7,7213.3
10,8,SUV,6,450,2017,77662.5,48996
10,10,SUV,4,250,2019,60530.7738,34841.3278
10,10,SUV,8,350,2013,99408,14971
10,10,Sedan,6,250,2015,58402.2,11568.5
10,10,Pick Up Truck,4,250,2018,25473.3,51445.8
10,10,SUV,6,350,2020,49704,67777.8
10,10,Wagon,8,350,2020,34792.8,34841.6
10,10,Hatchback,4,350,2015,75177.3,9799.2
10,10,SUV,4,175,2014,239.2005,8982.6
10,10,SUV,6,350,2008,107609.16,5035.7
10,10,SUV,4,250,2015,62130,23545.3
10,10,Sedan,4,175,2017,111937.7571,6260.6
10,10,Sedan,6,350,2012,63372.6,15515.4
10,10,SUV,4,250,2013,108309.3651,11704.6
10,10,SUV,6,350,2021,0.6213,77577
10,10,Pick Up Truck,8,350,2017,125990.3205,21231.6
10,10,SUV,4,175,2019,13668.6,29939.278
10,10,Coupe,4,250,2017,77540.7252,21776
10,10,Sedan,4,125,2020,14572.5915,13065.6
10,10,SUV,8,350,2017,116804.4,24225.8
10,10,Sedan,6,250,2017,83875.5,13065.6
10,10,Sedan,4,175,2018,31686.3,8166
10,10,Sedan,4,250,2016,46597.5,18781.8
10,10,Sedan,5,175,2013,104507.0091,6805
10,10,Coupe,8,450,2016,20811.6861,50357
10,10,Hatchback,4,250,2019,31065,32636.78
10,10,Pick Up Truck,8,350,2017,31686.3,29914.78
10,10,SUV,4,175,2018,76538.5683,9527
10,10,SUV,6,250,2016,61468.3155,22592.6
10,10,SUV,6,250,2015,59190.0084,20142.8
6,10,SUV,8,350,2012,114940.5,11432.4
10,10,Sedan,4,250,2021,10562.1,48859.9
10,10,Hatchback,4,350,2020,34986.6456,54303.9
10,10,SUV,4,175,2019,63043.9323,19026.78
10,10,SUV,6,350,2014,82632.9,23681.4
10,10,SUV,4,175,2018,77662.5,19734.5
10,10,Van,4,125,2015,132958.2,6941.1
10,10,Van,4,175,2020,0,44368.6
10,10,Coupe,6,350,2018,58464.33,68036.39
10,10,Sedan,4,350,2018,17707.05,96358.8
10,10,Sedan,6,350,2012,86982,5988.4
10,10,SUV,8,450,2012,74556,18237.4
10,10,Van,4,175,2016,169697.5329,15651.5
10,10,SUV,8,450,2011,98165.4,16059.8
10,10,Sedan,4,175,2015,41005.8,20415
6,10,Sedan,4,250,2016,63329.109,26675.6
10,10,Coupe,8,650,2014,65359.5174,87104
10,10,SUV,6,950,2018,65236.5,31303
10,10,Coupe,6,350,2016,63683.25,28581
10,10,Sedan,4,175,2014,78283.8,8982.6
10,10,SUV,6,350,2019,24147.4458,87104
10,10,Pick Up Truck,8,350,2015,132958.2,18237.4
10,10,Sedan,3,125,2019,37970.7495,9254.8
10,10,SUV,4,250,2016,42928.1022,12249
10,10,Pick Up Truck,8,350,2020,20502.9,54167.8
10,10,Sedan,6,250,2020,7300.275,25859
10,10,SUV,4,250,2013,86982,9390.9
10,10,Sedan,4,450,2020,93816.3,57162
10,10,Van,4,250,2020,24852,58523
10,10,SUV,8,450,2013,75177.3,23409.2
10,10,SUV,6,250,2016,29962.8138,21503.8
10,10,SUV,6,450,2020,19881.6,80299
10,10,SUV,8,350,2016,80769,31303
10,10,SUV,8,450,2018,21745.5,67505.6
7,8,Sedan,8,450,2018,90809.208,81630.058
10,10,Sedan,6,250,2014,114940.5,10751.9
10,10,Coupe,6,350,2011,96922.8,8982.6
10,10,Sedan,4,250,2005,115561.8,3946.9
10,10,SUV,6,250,2018,67279.3344,29942
10,10,Sedan,4,250,2019,10481.331,35385.7278
10,10,Coupe,6,350,2017,57283.86,57978.6
10,10,SUV,6,350,2017,27560.868,40557.8
10,10,Sedan,8,450,2013,92441.3631,20415
10,10,SUV,6,250,2012,90088.5,18645.7
6,10,SUV,8,450,2013,111834,26947.8
10,10,Sedan,4,175,2014,65236.5,14154.4
10,10,SUV,4,175,2019,47218.8,14971
10,10,SUV,6,250,2016,78905.1,22864.8
10,10,Sedan,6,350,2017,72070.8,36747
10,10,SUV,6,450,2008,116183.1,21776
10,10,SUV,4,125,2019,62005.74,14426.6
10,10,SUV,4,250,2019,18639,63967
10,10,SUV,8,450,2013,55917,15787.6
10,10,Wagon,6,350,2009,86360.7,6532.8
10,10,Sedan,4,250,2018,52810.5,25859
10,10,SUV,8,350,2017,109348.8,73221.8
10,10,Sedan,4,350,2010,99408,5988.4
10,10,Coupe,8,450,2017,9198.9678,43552
10,10,Sedan,6,350,2012,42869.7,21503.8
10,10,Sedan,4,350,2021,16775.1,62333.8
10,10,Sedan,4,175,2018,49592.166,39469
10,10,SUV,6,350,2013,100410.1569,19598.4
10,10,Sedan,4,125,2019,26560.575,10044.18
10,10,SUV,4,175,2018,51636.243,33208.4
10,10,SUV,4,250,2019,34171.5,40830
10,10,SUV,6,250,2021,0,39469
10,10,Sedan,4,175,2020,15532.5,31030.8
10,10,Sedan,4,175,2008,49704,6777.78
10,10,Sedan,4,250,2015,83254.2,22320.4
10,10,SUV,8,350,2016,99718.65,29397.6
10,10,Sedan,6,250,2011,80769,4763.5
10,10,Coupe,8,450,2015,72473.4024,27165.56
10,10,Coupe,4,175,2018,18017.7,20415
10,10,Coupe,8,350,2013,51567.9,26947.8
10,10,SUV,6,350,2017,41316.45,32119.6
10,10,Coupe,6,350,2012,73313.4,9527
10,10,Sedan,4,125,2015,36026.0805,16332
10,10,SUV,8,450,2014,103135.8,40557.8
10,10,SUV,6,250,2012,149112,14426.6
10,10,Sedan,8,450,2019,13668.6,75943.8
10,10,SUV,6,350,2019,56502.8859,78665.8
10,10,SUV,6,350,2020,59644.8,53079
10,10,Sedan,8,450,2014,79526.4,13607.278
10,10,Sedan,8,450,2013,167751,16332
10,10,Sedan,8,450,2014,116716.7967,12249
10,10,Sedan,4,250,2016,68346.7278,20415
10,10,SUV,8,450,2021,0,122217.8
10,10,SUV,4,250,2019,40384.5,39441.78
10,10,Sedan,6,250,2015,36596.4339,17693
10,10,Hatchback,4,175,2012,105621,7349.4
10,10,SUV,6,250,2009,112811.3049,8302.1
10,10,SUV,6,250,2017,74419.314,31303
10,10,SUV,6,250,2015,82441.5396,20551.1
7,10,Sedan,4,175,2021,2360.94,47635
10,10,Sedan,4,175,2015,42869.7,15733.16
10,10,Sedan,4,125,2019,24575.5215,14698.8
10,10,Sedan,6,350,2019,10235.9175,108607.8
10,10,Sedan,4,250,1991,57159.6,4355.2
10,10,SUV,6,250,2019,51567.9,34025
10,10,SUV,4,250,2020,29822.4,24225.8
10,10,SUV,6,350,2021,9183.4353,83021
10,10,SUV,6,250,2015,61198.05,18781.8
10,10,Sedan,6,450,2014,62751.3,27192.78
10,10,Sedan,4,125,2020,21745.5,19054
10,10,Coupe,6,250,2018,21280.7676,44368.6
10,10,Sedan,4,175,2016,69585.6,29669.8
10,10,Sedan,4,125,2016,60950.1513,11704.6
10,10,Sedan,8,450,1996,60266.1,8029.9
10,10,SUV,8,350,2017,74556,46001.8
10,10,SUV,4,250,2020,21745.5,29669.8
10,10,SUV,4,125,2019,40578.3456,21476.58
10,10,Sedan,4,125,2016,74556,6260.6
10,10,Sedan,4,175,2020,20999.94,53895.6
10,10,SUV,8,450,2010,88224.6,21503.8
10,10,SUV,8,450,2011,145882.4826,12249
10,10,SUV,4,125,2020,17396.4,61245
10,10,SUV,6,350,2020,10465.7985,65055.8
10,10,Sedan,4,175,2021,6834.3,29942
10,10,SUV,6,350,2016,59644.8,24225.8
7,8,Coupe,6,350,2015,69691.221,28853.2
10,10,Sedan,12,650,2018,21910.1445,83293.2
10,10,Sedan,6,250,2013,64304.55,10207.5
10,10,Sedan,4,250,2015,75850.1679,17693
10,10,Sedan,8,350,2008,105621,8982.6
10,10,Sedan,4,250,2016,61299.3219,8438.2
10,10,SUV,4,175,2017,21745.5,15243.2
10,10,Sedan,4,175,2013,93195,6941.1
10,10,SUV,8,350,2011,107490.4917,16332
10,10,Coupe,6,250,2009,84844.728,5171.5278
10,10,Coupe,6,350,2018,50325.3,46001.8
10,10,SUV,6,250,2019,56749.542,23109.78
10,10,Coupe,6,350,2017,57283.86,57978.6
10,10,SUV,4,175,2015,90077.9379,13473.9
10,10,Pick Up Truck,8,350,2021,6834.3,56889.8
10,10,SUV,4,175,2015,119910.9,13582.5078
10,10,SUV,6,250,2014,90553.8537,14698.8
10,10,SUV,6,350,2010,76923.7743,10751.9
10,10,Sedan,4,250,2016,101271.9,14698.8
10,10,Sedan,4,250,2018,33550.2,48996
10,10,Sedan,8,450,2013,100540.6299,17965.2
10,10,Coupe,4,250,2017,20502.9,53079
10,10,SUV,6,250,2014,49014.9783,26403.4
10,10,SUV,8,350,2016,64075.2903,36747
10,10,Sedan,6,175,2012,42248.4,18781.8
10,10,SUV,6,250,2016,77973.15,14971
10,10,Sedan,4,250,2018,16775.1,26947.8
7,10,Other,4,250,2019,37278,14971
10,10,SUV,6,450,2014,189496.5,19054
10,10,Sedan,8,450,2013,63993.9,31030.8
10,10,SUV,4,175,2014,74098.1019,11160.2
10,10,Coupe,6,350,2018,58526.46,68036.39
10,10,Sedan,4,175,2017,55917,7621.6
10,10,SUV,8,450,2011,123638.7,11704.6
10,10,Hatchback,4,175,2016,47156.67,14426.6
10,10,Sedan,6,175,2019,29822.4,19595.678
10,10,Sedan,6,250,2020,21941.2095,33725.58
10,10,SUV,4,175,2011,85739.4,8574.3
10,10,Sedan,6,250,2017,97544.1,16059.8
10,10,SUV,8,450,2014,621.3,59884
10,10,Coupe,8,350,2013,100650.6,14018.3
10,10,Sports Car,8,450,2016,50946.6,35386
10,10,Sedan,8,450,2011,87434.9277,12521.2
10,10,Sedan,6,350,2016,55979.13,14971
10,10,Sedan,3,175,2018,86675.6991,24361.9
10,10,SUV,8,350,2014,147596.028,38108
6,10,Sedan,4,175,2015,86982,15515.4
10,10,Sedan,4,250,2017,34171.5,28581
10,10,Sedan,12,650,2016,11680.44,107519
10,10,Sedan,8,450,2005,60887.4,7213.3
10,10,SUV,6,350,2015,71033.229,26403.4
10,10,SUV,4,250,2017,37355.6625,14018.3
10,10,SUV,4,250,2019,36656.7,11840.7
10,10,Hatchback,4,125,2016,56538.3,7594.38
10,10,Hatchback,4,350,2021,27150.81,43552
10,10,Hatchback,3,125,2018,29636.01,26648.38
10,10,Hatchback,4,250,2021,12115.35,27192.78
10,10,SUV,4,250,2019,45354.9,25859
10,10,Coupe,8,350,1972,31065,20415
10,10,SUV,6,250,2014,154342.1034,9799.2
10,10,SUV,8,450,2020,19127.3418,76213.278
10,10,SUV,4,175,2020,7455.6,28581
10,10,Sedan,6,250,2011,93785.8563,7077.2
10,10,Sedan,8,450,2020,30997.8996,129836.678
10,10,SUV,4,350,2019,70828.2,22320.4
10,10,SUV,6,250,2020,18017.7,35113.8
10,10,SUV,8,450,2018,52065.5613,58523
10,10,Pick Up Truck,4,175,2021,12171.267,23137
10,10,SUV,8,650,2014,93195,26947.8
10,10,Coupe,8,650,2016,30443.7,99353
10,10,SUV,8,450,2016,92573.7,37835.8
7,8,Sports Car,8,450,2014,90088.5,21231.6
10,10,Sedan,6,250,2014,86982,18509.6
10,10,Crossover,8,350,2008,113076.6,6668.9
10,10,Sedan,4,250,2017,72618.7866,18237.4
10,10,Sedan,3,125,2017,29726.7198,17965.2
10,10,SUV,8,350,2016,41937.75,38108
10,10,SUV,6,450,2021,9147.3999,133105.8
10,10,SUV,4,250,2015,90088.5,15787.6
10,10,Sedan,4,175,2020,21434.85,32664
10,10,SUV,4,175,2015,81912.8133,10071.4
10,10,Hatchback,4,250,2019,33488.07,39469
10,10,Van,6,250,2010,88224.6,7621.6
10,10,Sedan,6,350,2015,51505.77,20959.4
10,10,Sedan,4,125,2019,46043.9217,11677.38
10,10,Coupe,8,450,2020,8563.9992,52806.8
10,10,SUV,6,250,2012,102514.5,8029.9
10,10,SUV,4,350,2020,10562.1,40557.8
10,10,SUV,8,350,2016,136064.7,23409.2
10,10,SUV,4,350,2017,54053.1,39469
10,10,Sedan,4,125,2015,90709.8,8166
10,10,Sedan,8,350,2020,7455.6,75943.8
10,10,Sedan,4,125,2018,75105.8505,12249
10,10,Crossover,4,350,2021,1118.34,61245
10,10,Coupe,4,175,2018,32059.08,14971
10,10,Sports Car,6,750,2019,20502.9,18237.4
10,10,Sedan,6,350,2020,27958.5,43007.6
10,10,SUV,6,250,2009,154395.5352,4627.4
10,10,Hatchback,4,250,2015,21745.5,22592.6
10,10,SUV,6,250,2009,114940.5,6941.1
10,10,Sedan,8,450,2014,118047,22320.4
10,10,SUV,4,175,2015,122396.1,14971
10,10,SUV,6,250,2019,14911.2,23273.1
10,10,Soft Top Convertible,4,175,2015,53772.2724,19054
10,10,SUV,4,125,2019,10562.1,16304.78
10,10,SUV,4,125,2020,26307.0846,15515.4
10,10,SUV,8,250,2009,75798.6,13201.7
10,10,Sedan,3,175,2018,11804.7,32119.6
10,10,SUV,6,250,2010,76668.42,7757.7
10,10,SUV,6,175,2007,110457.1992,4899.6
10,10,Coupe,6,350,2015,86982,12249
10,10,Sedan,6,350,2014,99408,8438.2
10,10,SUV,8,350,2015,55842.444,34025
10,10,SUV,8,650,2016,74556,70499.8
10,10,Sedan,6,350,2016,94437.6,19054
10,10,SUV,6,250,2010,53556.6813,18237.4
10,10,Van,4,175,2014,102514.5,6260.6
10,10,Sedan,4,125,2018,91383.9105,13038.38
10,10,Hatchback,4,250,2018,67770.1614,12221.78
10,8,SUV,4,175,2020,21434.85,15515.1278
10,10,Sedan,6,350,2019,30891.6573,70771.7278
10,10,SUV,8,350,2021,0,38108
10,10,Sedan,4,175,2014,124848.9924,6668.9
10,10,Hatchback,4,125,2012,149112,6260.6
6,10,SUV,6,250,2014,82011.6,23137
10,10,Crossover,4,175,2016,34171.5,16304.78
10,10,Sedan,4,125,2018,72070.8,10071.4
10,10,SUV,6,250,2014,108727.5,15515.4
10,10,Sedan,6,350,2018,24170.4339,71561.38
10,10,Hatchback,4,250,2014,44733.6,10615.8
10,10,SUV,8,350,2014,91243.4967,23953.6
10,10,Hatchback,4,125,2018,82358.9067,9799.2
10,10,SUV,8,350,2011,90709.8,20415
10,10,Sedan,4,125,2019,25473.3,12793.4
10,10,SUV,8,350,2010,118668.3,35249.9
10,10,SUV,6,250,2014,67549.5999,8574.3
10,10,Sedan,6,350,2009,106863.6,4491.3
10,10,SUV,6,250,2021,8.0769,48723.8
10,10,SUV,8,450,2012,122808.6432,14971
10,10,SUV,6,250,2010,53556.6813,18237.4
10,10,SUV,6,350,2018,26343.12,53078.7278
10,10,Hatchback,4,175,2015,41523.3429,13065.6
10,10,Van,6,250,2013,96301.5,10343.6
10,10,Sedan,8,450,1999,59023.5,4491.3
10,10,Sedan,8,350,2012,25038.39,29397.6
10,10,Sedan,6,350,2013,49704,19054
10,10,Coupe,6,450,2021,4638.0045,102075
10,10,SUV,6,250,2018,50022.1056,19054
10,10,SUV,8,350,2009,109921.0173,4627.4
10,10,Sedan,4,175,2019,30443.7,8982.6
10,10,Sedan,8,350,2015,57159.6,39469
10,10,Pick Up Truck,8,350,2013,92325.18,21503.8
10,10,Coupe,6,350,2017,16018.3566,94997.8
10,10,SUV,6,350,2020,19821.3339,51718
10,10,SUV,6,350,2020,7455.6,34025
10,10,Coupe,6,250,2014,88629.0663,16195.9
10,10,Crossover,6,250,2010,116804.4,8710.4
6,10,SUV,8,350,2015,83875.5,29669.8
10,10,Sedan,4,175,2013,129053.9508,8166
10,10,Coupe,6,350,2016,37278,42191
10,10,SUV,4,175,2017,67222.1748,16304.78
10,10,Sedan,4,175,2017,72636.8043,19053.7278
10,10,SUV,8,650,2013,45976.2,39469
10,10,Sedan,6,250,2010,173964,5144.58
10,10,SUV,6,350,2018,54860.79,25042.4
10,10,Sedan,6,250,2013,138515.1072,7485.5
10,10,SUV,4,250,2019,25473.3,48723.8
10,10,Coupe,6,350,2009,60576.75,43279.8
6,10,SUV,8,350,2019,52810.5,54440
10,10,SUV,6,450,2020,72.6921,130656
10,10,Hatchback,4,175,2017,49704,8955.38
10,10,Pick Up Truck,4,125,2015,27122.8515,81387.8
10,10,SUV,8,350,2017,55917,43279.8
10,10,SUV,6,250,2016,164955.7713,20415
10,10,Sedan,4,250,2015,73313.4,21503.8
10,10,Sedan,6,250,2016,76419.9,31303
10,10,SUV,4,250,2019,18017.7,81632.78
10,10,SUV,6,350,2017,26715.9,53596.18
10,10,Sedan,6,250,2013,113697.9,9527
10,10,Sedan,4,250,2015,55295.7,26675.6
10,10,SUV,8,350,2020,14289.9,47635
10,10,Coupe,6,350,2014,72692.1,25831.78
10,10,SUV,6,350,2017,42869.7,25859
10,10,SUV,8,350,2011,130.473,13337.8
10,10,Van,4,125,2016,52189.2,13065.6
10,10,Sports Car,8,850,2018,42248.4,17965.2
10,10,SUV,8,350,2016,79526.4,28553.78
10,10,Sedan,8,450,2014,54826.6185,28581
10,10,SUV,6,350,2018,62751.3,85743
10,10,SUV,6,350,2017,79526.4,17693
10,10,Sedan,6,450,2021,10099.8528,86015.2
10,10,Pick Up Truck,8,450,2019,18639,32391.8
10,10,Coupe,4,250,2020,11804.7,48996
10,10,Sedan,4,175,2021,10562.1,46274
10,10,Utility Truck,8,350,2021,5591.7,47090.6
10,10,SUV,4,250,2014,42248.4,14698.8
10,10,Pick Up Truck,6,350,2020,36035.4,44913
10,10,SUV,4,175,2019,28579.8,19571.18
10,10,Sedan,4,125,2015,72070.8,6668.9
10,10,SUV,8,350,2015,50229.6198,32664
10,10,Sedan,4,175,2017,52798.074,10860.78
10,10,Sedan,6,350,2005,57159.6,5307.9
10,10,Sports Car,6,450,2020,0,51718
10,10,SUV,4,175,2011,111834,5852.3
10,10,SUV,8,350,2013,51567.9,25042.4
10,10,SUV,4,175,2016,50325.3,11595.72
10,10,Sedan,4,250,2021,11399.6124,87798.11
10,10,Sedan,8,175,2017,52810.5,104797
10,10,Sedan,8,650,2016,72070.8,47635
10,10,SUV,6,250,2016,49704,15515.4
10,10,Sedan,4,175,2021,0,34025
10,10,Sports Car,6,450,2013,104626.92,51718
10,10,Sedan,4,125,2018,22988.1,15107.1
10,10,SUV,4,175,2020,43491,14971
10,10,SUV,8,450,2017,65266.3224,47498.9
6,10,Sedan,4,250,2020,48726.0738,84382
10,10,SUV,8,350,2014,64134.9351,31303
10,10,SUV,8,450,2020,46597.5,66689
10,10,SUV,8,450,2021,0,84382
10,10,SUV,8,450,2008,67721.7,14971
10,10,SUV,6,350,1999,136686,5988.4
10,10,SUV,8,450,2015,59438.5284,38924.6
10,10,SUV,6,350,2021,117.4257,70499.8
10,10,SUV,6,250,2014,54053.1,11704.6
10,10,Soft Top Convertible,4,350,2018,40702.6056,67777.8
10,10,SUV,4,250,2021,0,53895.6
10,10,Soft Top Convertible,4,250,2011,84814.9056,7077.2
10,10,Coupe,8,450,2019,13668.6,36747
10,10,Coupe,6,350,2012,102785.3868,9527
10,10,Sports Car,4,350,2021,10189.32,26403.4
10,10,SUV,6,175,2016,40693.2861,14971
10,10,SUV,6,250,2016,57780.9,19870.6
10,10,SUV,4,175,2015,70206.9,8166
10,10,SUV,4,350,2020,3669.3978,39196.5278
10,10,SUV,6,250,2018,25574.5719,48996
10,10,Hard Top Convertible,4,175,2016,68740.632,22320.4
10,10,Sedan,4,175,2020,10562.1,44913
6,8,Sedan,4,175,2009,117.4257,4355.2
10,10,Sedan,4,250,2019,18639,15787.6
10,10,Sedan,4,175,2021,3106.5,20415
10,10,SUV,6,350,2005,93195,11704.6
10,10,Pick Up Truck,6,450,2021,4019.811,130383.8
10,10,SUV,6,250,2008,122396.1,11704.6
10,10,SUV,4,175,2014,239.2005,8982.6
10,10,SUV,6,250,2012,132882.4014,8982.6
10,10,Sedan,4,250,2016,50946.6,24225.8
10,10,Sedan,4,175,2014,99408,5171.8
10,10,Sedan,4,175,2016,66479.1,9254.8
10,10,SUV,6,175,2012,85739.4,6805
10,10,Pick Up Truck,4,175,2021,0,24225.8
10,10,Van,4,175,2013,124260,10479.7
10,10,SUV,4,175,2016,13251.0864,12793.4
10,10,Sedan,6,350,2017,46597.5,48723.8
10,10,Sedan,4,175,2017,63372.6,35113.8
10,10,SUV,8,350,2014,103078.6404,37835.8
10,10,Sedan,4,350,2013,78283.8,10343.6
10,10,SUV,8,450,2014,65445.2568,15787.6
10,10,Wagon,8,450,2015,97544.1,42191
10,10,SUV,6,250,2021,10624.23,57162
10,10,Sedan,8,450,2021,0,115685
10,10,Pick Up Truck,6,450,2018,89467.2,59611.8
10,10,Soft Top Convertible,4,175,2018,57159.6,37835.8
10,10,SUV,4,175,2012,78011.6706,5716.2
10,10,SUV,6,250,2011,86982,17965.2
10,10,Sedan,4,125,2017,81732.015,6233.38
10,10,Soft Top Convertible,8,450,2007,57159.6,9527
10,10,SUV,6,250,2014,91952.4,15433.74
10,10,Van,4,125,2020,25338.4779,12766.18
10,10,Coupe,8,450,2019,11183.4,28581
10,10,SUV,6,250,2016,72866.6853,19870.6
10,10,Sedan,8,750,2016,68343,41918.8
10,10,SUV,6,350,2014,66479.1,34297.2
10,10,SUV,6,350,2013,103135.8,15243.2
10,10,SUV,8,350,2013,3727.8,67777.8
10,10,Sedan,12,450,2008,41627.1,16332
10,10,Sedan,4,250,2020,3317.1207,93977.05
10,10,Sedan,4,250,2017,71449.5,36747
10,10,Other,8,250,2015,84962.775,35113.8
10,10,SUV,4,175,2016,57400.6644,11704.6
10,10,Hard Top Convertible,6,175,1970,13824.5463,122490
10,10,Pick Up Truck,6,450,2016,67100.4,40557.8
10,10,Sports Car,4,350,2021,10065.06,23953.6
10,10,Sedan,4,350,2016,102514.5,10751.9
10,10,SUV,4,250,2011,109348.8,7485.5
10,10,Sedan,8,450,2015,48968.3808,53895.6
10,10,Sedan,4,250,2018,37899.3,17012.5
10,10,Sedan,4,250,2018,49082.7,25859
10,10,Hatchback,4,175,2015,9478.5528,18781.8
10,10,Sedan,8,450,2013,47840.1,26947.8
7,8,SUV,6,250,2013,80769,10670.24
10,10,Pick Up Truck,4,250,2021,0,35113.8
10,10,SUV,8,450,2018,67100.4,54167.8
10,10,SUV,6,350,2013,60266.1,24225.8
10,10,SUV,6,250,2011,119910.9,6396.7
6,10,SUV,8,450,2015,80769,32664
10,10,SUV,8,450,2013,69585.6,25314.6
10,10,Coupe,6,175,2018,67597.44,14426.6
10,10,Coupe,4,250,2012,74556,6396.7
6,10,Sedan,6,350,2010,71449.5,6696.12
10,10,SUV,8,450,2010,80769,26947.8
10,10,SUV,4,250,2020,18624.7101,50357
10,10,Sedan,4,175,2017,39763.2,13337.8
10,10,Sedan,4,175,2017,47218.8,16195.9
10,10,Hatchback,4,125,2019,35036.3496,13038.38
